id,year,dateInserted,datePublished,doctype,doi,pmid,linkout,timesCited,altmetric,venue,publisher,title,openAccess,concepts,meshTerms
pub.1127728623,2020,5/21/2020,1/1/2020,preprint,10.2139/ssrn.3578760,,https://papyrus.bib.umontreal.ca/xmlui/bitstream/1866/23364/1/Cahier_2020-04.pdf,0,,SSRN Electronic Journal,Elsevier,Estimating COVID-19 Prevalence in the United States: A Sample Selection Model Approach,oa_all • green_sub,infection rate • population infection rate • population infection • positive test rate • public health efforts • public health response • asymptomatic cases • community transmission • high prevalence • viral immunity • serological testing • baseline findings • testing rates • case rates • health efforts • health response • disease prevalence • infection • prevalence • test rate • United States • nationwide average • subnational districts • testing • immunity • bivariate relationships • cases • rate • pandemic • period • total • non-random sampling • day changes • U.S. states • changes • days • number individuals • population • findings • response • individuals • different regions • data • levels • control • New Jersey • study • Research Council • sensitivity • New York • timely information • test • trends • daily trends • average • transmission • range of countries • identification • relationship • end • effectiveness • district • ratio • countries • sampling • authors • state • results • state testing • estimates • limitations • model • selection model approach • efforts • Jersey • information • region • York • statements • Louisiana • size • interest • expansion • Council • approach • variation • frequency data • range • testing capabilities • methodology • gradient • large share • science • sample selection model • model approach • supply-side constraints • share • capability • selection model • social sciences • sample period • constraints • Humanities Research Council • model identification • coronavirus disease 2019 • disease 2019 • non-random testing • observed positive case rate • positive case rate • total population infection rates • immediate supply-side constraints • state-specific daily trends • median population infection rate • negative bivariate relationship • capita state testing • coronavirus pandemic • COVID-19 testing • widespread undiagnosed COVID-19 infection • undiagnosed COVID-19 infection • COVID-19 infection • recurrent unobserved community transmission • unobserved community transmission • large numbers individuals • Estimating COVID-19 Prevalence • COVID-19 Prevalence • Sample Selection Model Approach,
pub.1127729995,2020,5/21/2020,5/19/2020,article,10.1101/2020.05.17.20104943,,https://www.medrxiv.org/content/medrxiv/early/2020/05/19/2020.05.17.20104943.full.pdf,0,76,medRxiv,Cold Spring Harbor Laboratory,Association of Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers with the Risk of Hospitalization and Death in Hypertensive Patients with Coronavirus Disease-19,oa_all • green_pub,angiotensin receptor blockers • risk of hospitalization • ACE inhibitors • hospital mortality • receptor blockers • lower risk • enzyme inhibitors • propensity score-matched analysis • Angiotensin-Converting Enzyme Inhibitors • angiotensin-converting enzyme inhibitor • significant lower risk • hypertensive patients • inpatient cohort • insurance groups • antihypertensive agents • adverse outcomes • outpatient study • inpatient study • clinical trials • stratified analysis • Medicare group • hospitalization • elevated risk • Medicare population • hypertension • older individuals • mortality • risk • potential role • Medicare Advantage • blockers • infection • inhibitors • association • national study • group • second study • individuals • medications • patients • outpatients • cohort • study • trials • death • outcomes • total • days • use • population • findings • agents • propensity • assessment • analysis • role • test • people • advantages • SARS-CoV-2 infection • coronavirus disease-19 (COVID-19) hospitalization • disease-19 (COVID-19) hospitalization • positive outpatient SARS-CoV-2 test • outpatient SARS-CoV-2 test • SARS-CoV-2 test • score-matched analysis • COVID-19 • ongoing hospitalization • SARS-CoV-2 • Coronavirus Disease-19 • Disease-19,
pub.1127733985,2020,5/21/2020,5/1/2020,article,10.1016/j.xinn.2020.04.007,,https://doi.org/10.1016/j.xinn.2020.04.007,0,1,Innovation,Elsevier,Predicting Illness Severity and Short-Term Outcomes of COVID-19: A Retrospective Cohort Study in China,oa_all • gold_hybrid,short-term outcomes • retrospective cohort study • cohort study • illness severity • severity • outcomes • xmlns • study • title • China • Fig • graphic xlink • XLink • Predicting Illness Severity • COVID-19,
pub.1127734015,2020,5/21/2020,5/19/2020,article,10.1101/2020.05.14.20101378,,https://www.medrxiv.org/content/medrxiv/early/2020/05/19/2020.05.14.20101378.full.pdf,0,17,medRxiv,Cold Spring Harbor Laboratory,COVID-19 FATALITY RISK: WHY IS AUSTRALIA LOWER THAN SOUTH KOREA?,oa_all • green_pub,mortality rate • hazards model • fatality rate • case load • Australian rates • hospital system • daily deaths • further investigation • epidemic spread • age cohorts • differences • cohort • mortality • CFR • weeks • cases • rate • death • age • major differences • epidemic • tracking program • possible explanation • time patterns • first wave • simple age • hazard rate • South Korea • ideal candidate • testing • number • nil • spread • countries • Korea • candidates • program • patterns • Australia • data • stress • reliable estimates • investigation • curves • model • basis • consideration • size • explanation • estimates • load • like basis • system • hazard curves • lag model • Lower • peaking • way • load stress • detailed consideration • load data • waves • Covid-19 virus epidemic spreads • virus epidemic spreads • fatality hazard rates • extensive Covid-19 testing • Covid-19 testing • case load data • significant case load stress • case load stress • mortality hazard models • Age cohort CFRs • cohort CFRs • disease hazard curve • AUSTRALIA LOWER,
pub.1127736998,2020,5/21/2020,5/19/2020,preprint,10.21203/rs.3.rs-30405/v1,,https://assets.researchsquare.com/files/rs-30405/v1.pdf,0,,Research Square,Research Square,"Clinical features of COVID-19 patients in one designated medical institutions in Chengdu, China",oa_all • green_pub,intensive care unit • onset of illness • mild cases • shortness of breath • first hospital admission • onset of symptoms • symptoms of patients • mean platelet volume • effective drug treatment • history of exposure • abdominal pain • clinical characteristics • lymphocyte levels • median age • hospital admission • clinical features • median time • care unit • common symptoms • blood glucose • epidemiological characteristics • platelet volume • disease progression • drug treatment • clinical data • Medical Center • human transmission • severe cases • patients • infected individuals • disease status • short stay • admission • hospital • symptoms • medical facilities • illness • medical institutions • treatment • onset • days • exposure • protective measures • pain • medications • headache • stay • diarrhea • incubation period • district people • cases • shortness • cohort • infection • disease • weeks • progression • breath • age • dynamic changes • emergency • glucose • conclusion • status • changes • humans • fatigue • years • confirmation • transmission • data • individuals • period • levels • Chengdu • history • center • team • lack • measures • volume • people • objective • characteristics • institutions • family • contact • units • time • facilities • features • results • analysis • Sichuan Province • information • Wuhan • Province • method • original data • parameters • state • social networks • China • state of emergency • network • temperature • severe acute respiratory syndrome coronavirus 2 • acute respiratory syndrome coronavirus 2 • respiratory syndrome coronavirus 2 • syndrome coronavirus 2 • coronavirus 2 • coronavirus disease • Pidu District People • laboratory-confirmed SARS-Cov-2 infection • SARS-Cov-2 infection • World Health Organization (WHO) nCoV CASE • Health Organization (WHO) nCoV CASE • Organization (WHO) nCoV CASE • nCoV CASE • Version 1.2 28JAN2020 • COVID-19 • positive SARS-Cov-2 • SARS-Cov-2 • COVID-19 patients,
pub.1127729238,2020,5/21/2020,5/19/2020,article,10.1101/2020.05.12.20099028,,https://www.medrxiv.org/content/medrxiv/early/2020/05/19/2020.05.12.20099028.full.pdf,0,41,medRxiv,Cold Spring Harbor Laboratory,Outcomes of Hydroxychloroquine Treatment Among Hospitalized COVID-19 Patients in the United States- Real-World Evidence From a Federated Electronic Medical Record Network,oa_all • green_pub,electronic medical records • propensity-matched cohort • anecdotal clinical data • cohort of patients • large retrospective cohort • Emergency Use Authorization • retrospective observational data • HCQ treatment • hydroxychloroquine treatment • retrospective cohort • mechanical ventilation • therapy benefit • medical records • clinical trials • treatment strategies • clinical data • hydroxychloroquine • patients • cohort • outcomes • treatment • comorbidities • mortality • trials • pandemic • ventilation • demographics • FDA • benefits • data • response • evidence • records • analysis • need • strategies • variables • observational data • real-world data • results • authorization • such analyses • network • COVID-19 pandemic • U.S FDA • use authorization • COVID-19 patients • HCQ therapy benefits • COVID-19 • hospitalized COVID-19 patients • United States- Real-World Evidence • States- Real-World Evidence • Federated Electronic Medical Record Network • Electronic Medical Record Network • Medical Record Network • Record Network,
pub.1127735118,2020,5/21/2020,5/19/2020,article,10.1101/2020.05.15.20103119,,https://www.medrxiv.org/content/medrxiv/early/2020/05/19/2020.05.15.20103119.full.pdf,0,38,medRxiv,Cold Spring Harbor Laboratory,Survival of hospitalized COVID-19 patients in Northern Italy: a population-based cohort study by the ITA-COVID19 Network,oa_all • green_pub,Charlson index • younger patients • cohort study • median age • fatality rate • population-based cohort study • Kaplan Meier survival estimates • survival curves • Meier survival estimate • patients' median age • days of hospitalization • hospital discharge database • case fatality rate • patient's clinical history • high fatality rate • nasopharyngeal swabs • discharge database • clinical history • patients • comorbidities • survival estimates • survival • age • days • trials • months • lower survival • sex • northern Italy • hospitalization • registry • study • infection • swabs • Overall • index • death • intervention • Reggio Emilia • males • females • rate • older ones • years • setting • history • database • test • curves • Italy • Lombardy • reliable estimates • Emilia • countries • area • Veneto • estimates • method • interpretation • one • network • Background COVID19 case fatality rate • COVID19 case fatality rate • COVID19 interventions • population-based survival curves • COVID19 patients • COVID19 registries • positive SARS CoV 2 RTPCR test • SARS CoV 2 RTPCR test • CoV 2 RTPCR test • RTPCR test • SARS CoV 2 infection • CoV 2 infection • COVID-19 patients • ITA-COVID19 Network,
pub.1127727452,2020,5/21/2020,5/19/2020,article,10.1101/2020.05.13.20100404,,https://www.medrxiv.org/content/medrxiv/early/2020/05/19/2020.05.13.20100404.full.pdf,0,17,medRxiv,Cold Spring Harbor Laboratory,Clinical characteristics and early outcomes in patients with COVID-19 treated with tocilizumab at a United States academic center,oa_all • green_pub,intensive care unit • care unit • IL-6 receptor inhibitor tocilizumab • United States academic centers • single academic medical center • reactive protein levels • significant clinical improvement • oxygen requirements • academic medical center • tocilizumab administration • hyperinflammatory state • inflammatory markers • clinical improvement • clinical characteristics • IL-6 levels • most patients • IL-6 concentrations • ill patients • case series • mechanical ventilation • early outcomes • Medical Center • severe disease • patients • academic centers • baseline levels • tocilizumab • prior reports • limited evidence • protein levels • interleukin-6 • treatment • administration • first description • outcomes • wide variation • fever • therapy • cohort • ventilator • levels • disease • trials • ventilation • efficacy • United States • markers • center • report • improvement • caution • findings • evidence • units • contrast • concentration • use • need • data • time • series • critical conditions • characteristics • state • conditions • requirements • variation • China • drivers • description • air • temperature • coronavirus disease 2019 • disease 2019 • severe acute respiratory syndrome coronavirus 2 • acute respiratory syndrome coronavirus 2 • respiratory syndrome coronavirus 2 • syndrome coronavirus 2 • coronavirus 2 • receptor inhibitor tocilizumab • inhibitor tocilizumab • severe COVID-19 • COVID-19 • tocilizumab-treated cohort • post-dose IL-6 concentrations • treatment of COVID-19 • States academic center,
pub.1127734461,2020,5/21/2020,5/19/2020,article,10.1101/2020.05.15.20084293,,https://www.medrxiv.org/content/medrxiv/early/2020/05/21/2020.05.15.20084293.full.pdf,0,18,medRxiv,Cold Spring Harbor Laboratory,Clinical evaluation of IFN beta1b in COVID-19 pneumonia: a retrospective study,oa_all • green_pub,hospital mortality • multivariate analysis • subcutaneous interferon beta-1b • retrospective cohort study • overall mortality rate • MERS-CoV. • SARS-CoV • SARS-CoV. • interferon group • hydroxychloroquine treatment • primary endpoint • antiviral treatment • hospitalized adults • cohort study • early administration • antiviral therapy • randomized trials • interferon beta-1b • retrospective study • clinical picture • clinical evaluation • Defense hospitals • clinical trials • mortality rate • patients • control group • pneumonia • mortality • significant mortality • further assessment • potent inhibition • admission • treatment • beta1b • trials • comorbidities • beta-1b • group • IFN • greater number • therapy • hospital • study • administration • severity • endpoints • drugs • age • adults • beta1 • predictors • inhibition • pretreatment • guidelines • more sensitivity • findings • assessment • evaluation • sensitivity • rate • analysis • combination • variables • number • picture • method • interpretation • efficiency • Background COVID-19 pneumonia • COVID-19 pneumonia • Interferon beta1 • SARS-CoV-2 • IFN beta1b • treatment of COVID-19 • COVID-19 • COVID19 • Central Defense Hospital • moderate-severe pneumonia • interferon beta1b • interferon beta1b treatment • beta1b treatment,
pub.1127737058,2020,5/21/2020,5/19/2020,article,10.1101/2020.05.14.20102012,,https://www.medrxiv.org/content/medrxiv/early/2020/05/19/2020.05.14.20102012.full.pdf,0,1,medRxiv,Cold Spring Harbor Laboratory,Mental health in the UK during the COVID-19 pandemic: early observations,oa_all • green_pub,final multivariable model • mental health outcomes • mental health • multivariable model • health outcomes • non-modifiable factors • clinical risk factors • Community Cohort Study • mental health sequelae • social distancing measures • cohort study • significant independent effect • modifiable factors • risk factors • health sequelae • psychological morbidity • UK cohort • eligible individuals • previous pandemics • population norms • particular risk • UK population • independent effects • pandemic • short-term consequences • outcomes • mean score • cohort • media campaigns • risk • age forty • minority ethnic groups • depression • health • ethnic groups • positive mood • anxiety • mood • morbidity • sequelae • factors • years • online survey • young people • weeks • earlier observations • women • intervention • adults • loneliness • scores • forties • participants • significant consequences • group • explanatory factors • population • social media campaigns • individuals • worry • stress • consequences • study • measures • effect • survey • people • variance • explanatory variables • UK • variables • perception • analysis • model • observations • campaign • norms • COVID-19 pandemic • non-modifiable explanatory factors • distancing measures • risk of COVID-19 • COVID-19,
pub.1127738647,2020,5/21/2020,5/19/2020,preprint,10.21203/rs.3.rs-29277/v1,,https://assets.researchsquare.com/files/rs-29277/v1.pdf,0,,Research Square,Research Square,Prediction for the Negative Conversion Probability of Nucleic Acid Testing in Patients with Nonsevere COVID-19 Pneumonia: A Model Based on Retrospective Cohort Study,oa_all • green_pub,independent predictive factors • nucleic acid testing • predictive factors • acid testing • predictive nomogram • internal validation set • patient anxiety • negative conversion • Univariate Kaplan-Meier analysis • Kaplan-Meier analysis • Cox proportional hazards model • retrospective cohort study • proportional hazards model • cohort study • consecutive patients • diabetes mellitus • Cox regression • hazards model • Brier score • patients • validation set • pneumonia • scores • anxiety • nomogram • days • mellitus • testing • hospital • lymphocytes • factors • clinicians • univariate • predictive model • gender • regression • sup • ROC • study • calibration plot • Aur • model • time • area • analysis • conversion • Wuhan • certain time • probability • prediction • set • performance • plots • conversion probability • clinical independent predictive factors • nonsevere COVID-19 pneumonia • COVID-19 pneumonia • Fangcang shelter hospital • shelter hospital • nonsevere COVID-19 • COVID-19 • possible negative conversion • Negative Conversion Probability,
pub.1127740171,2020,5/21/2020,5/19/2020,article,10.1101/2020.05.14.20100834,,https://www.medrxiv.org/content/medrxiv/early/2020/05/19/2020.05.14.20100834.full.pdf,0,22,medRxiv,Cold Spring Harbor Laboratory,COVID-19 management in a UK NHS Foundation Trust with a High Consequence Infectious Diseases centre: a detailed descriptive analysis,oa_all • green_pub,Infectious Diseases Center • significant risk factors • NHS Foundation Trust • risk factors • Disease Center • specialist palliative care input • Foundation Trust • palliative care input • ceiling of treatment • hospital mortality rate • third of patients • consecutive adult patients • multiple logistic regression • large NHS Foundation Trust • premorbid frailty • multiple comorbidities • respiratory support • baseline characteristics • most patients • adult patients • most deaths • international cohort • patient's wishes • nursing care • severe disease • mortality rate • patients • patient journey • important clinical contexts • care input • clinical decision • logistic regression • clinical context • death • comorbidities • demographic factors • cohort • outcomes • age • descriptive analysis • advance decisions • north of England • breathlessness • cough • fever • admission • symptoms • factors • mortality • disease • frailty • care • management • treatment • center • report • third • PCR • regression • detailed descriptive analysis • population • findings • discharge • wishes • quarter • rate • major influence • decisions • data • support • funding • analysis • England • characteristics • trust • detailed description • consideration • influence • journey • context • input • ceiling • description • north • granularity • COVID-19 • little granularity • UK COVID-19 cohort • COVID-19 cohort • SARS-CoV-2 PCR • tertiary High Consequence Infectious Diseases centre • High Consequence Infectious Diseases centre • Consequence Infectious Diseases centre • COVID-19 management • UK NHS Foundation Trust,
pub.1127739529,2020,5/21/2020,1/1/2020,preprint,10.2139/ssrn.3590486,,,0,,SSRN Electronic Journal,Elsevier,A Clinical Risk Score to Identify Patients with COVID-19 at High Risk of Critical Care Admission or Death: An Observational Cohort Study,oa_all • green_sub,critical care admission • non-white ethnicity • care admission • risk score • therapy-related complications • x109/L • clinical risk score • observational cohort study • chronic lung disease • Research Ethics Committee approval • ethics committee approval • risk of deterioration • high CRP • cumulative incidence • observational cohort • low albumin • cohort study • radiographic severity • diabetes mellitus • radiological severity • male sex • high neutrophil • lung disease • severity score • electronic health records • clinical trials • clinical studies • clinical data • high risk • clinical care • London Hospital • demographic details • admission • committee approval • patients • swab results • discharge decisions • respiratory rate • patient input • older age • blood parameters • death • health records • comorbidities • social deprivation • scores • hospital • risk • neutrophils • severity • outcomes • predictors • urgent need • ethnicity • hypertension • mellitus • complications • CRP • cohort • mortality • interest form • incidence • disease • study • trials • pandemic • endpoints • care • oxygenation • age • sex • conflicts of interest • presentation • deprivation • approval • albumin • deterioration • records • Committee • rate • people • need • data • research interface • authors • results • analysis • interest • characteristics • decisions • research • statements • form • selection • oversight • oxygen • parameters • input • detail • project • conflict • work • specific work • interface • COVID-19 pandemic • COVID-19 • positive SARS-CoV-2 swab results • SARS-CoV-2 swab results • chest radiograph severity scores • radiograph severity scores • NoneDeclaration of Interests • NoneDeclaration • ICMJE conflict • London South East Research Ethics Committee (reference 18/LO/2048) approval • South East Research Ethics Committee (reference 18/LO/2048) approval • East Research Ethics Committee (reference 18/LO/2048) approval • King’s Electronic Records Research Interface • ’s Electronic Records Research Interface • Records Research Interface • COVID-19 research • expert patient input • virtual committee • Caldicott Guardian oversight • Guardian oversight,
pub.1127733837,2020,5/21/2020,5/19/2020,article,10.1136/neurintsurg-2020-016188,32430481,https://jnis.bmj.com/content/neurintsurg/early/2020/05/19/neurintsurg-2020-016188.full.pdf,0,1,Journal of NeuroInterventional Surgery,BMJ,Incidental COVID-19 related lung apical findings on stroke CTA during the COVID-19 pandemic,oa_all • gold_bronze,CTA findings • code patients • CT angiography • lung findings • RT-PCR • institutional review board • stroke workup • stroke team • neurological findings • incidence rates • lung apex • patients • stroke • demographic data • CTA scans • review board • pandemic • infection • incidence • apex abnormalities • findings • New York City • status • comorbidities • angiography • hospital • cohort • workup • first indicator • abnormalities • neck • York City • assessment • age • scans • total • years • head • study • team • increase • rate • apex • indicators • data • authors • relation • board • city • lung apex abnormalities • coronavirus disease 2019 (COVID-19) pandemic • disease 2019 (COVID-19) pandemic • COVID-19 infection • retrospective multicenter institutional review board • multicenter institutional review board • COVID-19 status • Assessment of COVID-19 • COVID-19 • COVID-19 related apical findings • related apical findings • apical findings • apical CTA findings • incidence of COVID-19 • stroke CTA scans • COVID-19 pandemic • Incidental COVID-19 • lung apical findings • stroke CTA,
pub.1127729013,2020,5/21/2020,5/1/2020,article,10.1016/s0140-6736(20)31189-2,32442528,https://doi.org/10.1016/s0140-6736(20)31189-2,1,746,The Lancet,Elsevier,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",oa_all • gold_bronze,invasive mechanical ventilation • renal replacement therapy • hospital mortality • mechanical ventilation • cohort study • clinical course • replacement therapy • acute hypoxaemic respiratory failure • prospective observational cohort study • Cox proportional hazards regression • Columbia University Irving Medical Center • hypoxaemic respiratory failure • extrapulmonary organ dysfunction • observational cohort study • clinical risk factors • multivariable Cox models • prospective cohort study • chronic pulmonary disease • proportional hazards regression • chronic cardiac disease • National Institute • NewYork-Presbyterian Hospital • hospital clinical deterioration • Advancing Translational Sciences • hospital deterioration • vasopressor use • hospital death • respiratory failure • clinical deterioration • Secondary outcomes • critical illness • organ dysfunction • primary outcome • median age • ill adults • adult patients • ill patients • median time • pulmonary disease • hazards regression • risk factors • New York City • chronic illness • cardiac disease • Medical Center • Cox model • northern Manhattan • patients • treatment data • older age • infectious diseases • hospital • mortality • days of observation • disease • translational research • York City • outcomes • ventilation • therapy • illness • epidemiology • biomarkers • translational science • days • high concentrations • age • adults • vasopressors • hypertension • high frequency • obesity • diabetes • allergy • admission • dysfunction • interleukin-6 • Clinical • course • deterioration • median • Institute • death • men • study • duration • center • health • National Center • frequency • failure • regression • concentration • years • setting • time • factors • data • rate • use • city • observations • Manhattan • research • relation • model • place • dimer • science • COVID-19 • University Irving Medical Center • Irving Medical Center • laboratory-confirmed COVID-19 • Columbia University Irving Institute • University Irving Institute • Irving Institute,
pub.1127728329,2020,5/21/2020,5/1/2020,article,10.1016/j.mayocp.2020.05.005,,https://doi.org/10.1016/j.mayocp.2020.05.005,0,,Mayo Clinic Proceedings,Elsevier,ACUTE QT INTERVAL MODIFICATIONS DURING HYDROXYCHLOROQUINE-AZITHROMYCIN TREATMENT IN THE CONTEXT OF COVID-19 INFECTION.,oa_all • gold_bronze,combination of hydroxychloroquine • day 3 • Twelve-lead electrocardiograms • cardiac arrhythmic events • short duration treatment • main comorbidities • treatment discontinuation • mean QTc • consecutive patients • median age • QTc interval • serial electrocardiograms • arrhythmic events • QT interval • hydroxychloroquine • hospital setting • patients • cardiac monitoring • day 5 • azithromycin • candidate drugs • electrocardiogram • duration treatment • QTc • treatment • term modification • transitory modifications • hypertension • discontinuation • comorbidities • pneumonia • medications • diabetes • ms • inpatients • cohort • infection • clinicians • baseline • intervals • efficacy • death • drugs • age • males • relevant consequences • report • conclusion • combination • years • setting • normalization • discharge • evaluation • safe conditions • events • modification • monitoring • consequences • short term modifications • conditions • attention • context • intense attention • COVID-19 • COVID-19 pneumonia • QTc normalization • AZ modifies QTc interval • modifies QTc interval • QTc modifications • ACUTE QT INTERVAL MODIFICATIONS • QT INTERVAL MODIFICATIONS • INTERVAL MODIFICATIONS • HYDROXYCHLOROQUINE-AZITHROMYCIN TREATMENT • COVID-19 INFECTION,
pub.1127721009,2020,5/20/2020,5/18/2020,article,10.3390/jcm9051514,32443442,http://dx.doi.org/10.3390/jcm9051514,0,1,Journal of Clinical Medicine,MDPI,Intensive Care Risk Estimation in COVID-19 Pneumonia Based on Clinical and Imaging Parameters: Experiences from the Munich Cohort.,oa_all • gold_bronze,ICU treatment • intensive care unit treatment • polymerase chain reaction testing • radiological severity score • severe disease course • severity of findings • Munich cohort • lymphocyte count • severe course • ICU patients • disease course • unit treatment • reactive protein • leukocyte count • severity score • lung volume • high risk • Pneumonia Based • severity grading • reaction testing • patients • computed tomography images • infection number • imaging parameters • diagnostic tool • treatment • tomography images • risk • risk estimation • counts • interleukin • IL-6 • CRP • lung • Clinical • cohort • infection • course • severity • radiologists • scores • grading • volume • findings • need • specificity • testing • sensitivity • protein • experience • laboratory • data • number • curves • scale • available software • receiver • random forest modelling • parameters • tool • images • accuracy • software • estimation • forest modelling • dynamics • modelling • machine • Based • coronavirus disease 2019 • disease 2019 • care unit (ICU) treatment • COVID-19 infection • chain reaction (PCR) testing • COVID-19 • radiological severity grading • standard deviation sensitivity • deviation sensitivity • Intensive Care Risk Estimation • Care Risk Estimation • COVID-19 Pneumonia Based,
pub.1127710557,2020,5/20/2020,5/17/2020,preprint,,,,0,,arXiv,,predCOVID-19: A Systematic Study of Clinical Predictive Models for ***   Coronavirus Disease 2019,oa_all • green_sub,clinical predictive model • positive patients • clinical data • intensive care unit beds • blood analysis data • healthcare system • clinical features • intensive care • respiratory disease • critical care • unit beds • retrospective evaluation • human transmission • patients • hospitalisation • care • healthcare capacity • clinical tasks • AUC • ICU • predictive model • hospital • cohort • ventilator • disease • rapid human • test • risk • predictive performance • predictive algorithm • humans • data • specificity • pathway • study • evaluation • sensitivity • results • transmission • strains • addition • model • degree • bed • features • capacity • system • analysis data • systematic study • task • terms • learning • resources • performance • machine learning • algorithm • experimental results • Coronavirus Disease 2019 • Disease 2019 • severe acute respiratory syndrome coronavirus 2 • acute respiratory syndrome coronavirus 2 • respiratory syndrome coronavirus 2 • syndrome coronavirus 2 • coronavirus 2 • SARS-CoV-2 • SARS-CoV-2 test • care unit (ICU) beds • positive SARS-CoV-2 test • SARS-CoV-2 a • SARS-CoV-2 positive patients • COVID-19,
pub.1127704638,2020,5/20/2020,5/18/2020,preprint,10.21203/rs.3.rs-28520/v1,,https://assets.researchsquare.com/files/rs-28520/v1.pdf,0,,Research Square,Research Square,"Coronavirus Disease 19 in Minority Populations of Newark, New Jersey",oa_all • green_pub,acute kidney injury • intensive care unit • hospital mortality • hospital death • Hispanic patients • older age • lower serum hemoglobin • creatinine phosphokinase levels • retrospective cohort study • Most common symptoms • African Americans • elevated serum ferritin • underserved minority populations • Black/African American • minority populations • disease 19 • kidney injury • inflammatory markers • cohort study • serum hemoglobin • independent predictors • initial presentation • septic shock • highest quartile • clinical features • care unit • common symptoms • quaternary care • serum ferritin • hospital experience • patients • lower median income • logistic regression • mortality • hospitalization • morbidity • death • hospital • incidence • age • predictors • presentation • median income • socioeconomic variables • cough • hemodialysis • admission • population • quartile • injury • symptoms • New Jersey • dl • study • care • demographics • hemoglobin • outcomes • risk • ferritin • markers • experience • regression • findings • Americans • levels • shock • units • Newark • Jersey • purpose • variables • number • features • income • state • density • population density • housing units • Latino Hispanic patients • Coronavirus disease 2019 • disease 2019 • inter-city hospital • COVID-19 • dyspnea 39 • incidence septic shock • phosphokinase levels • inter-city hospital’s experience • Coronavirus Disease 19,
pub.1127704282,2020,5/20/2020,5/18/2020,article,10.1101/2020.05.13.20094193,,https://www.medrxiv.org/content/medrxiv/early/2020/05/18/2020.05.13.20094193.full.pdf,0,1480,medRxiv,Cold Spring Harbor Laboratory,"Treatment Response to Hydroxychloroquine, Lopinavir/Ritonavir, and Antibiotics for Moderate COVID 19: A First Report on the Pharmacological Outcomes from South Korea",oa_all • green_pub,lopinavir/ritonavir • viral clearance • conservative treatment • clinical improvement • mean duration • treatment response • evidence-based guidelines • retrospective cohort study • initiation of treatment • better clinical outcomes • warrants further evaluation • hospital stay • primary endpoint • pharmacological management • liver transaminases • symptom resolution • cohort study • conservative management • adult patients • clinical outcomes • pharmacological therapy • adjunctive use • subgroup analysis • treatment outcomes • adjunct use • negative conversion • inclusion criteria • hydroxychloroquine • treatment groups • side effects • patients • further evaluation • first report • clearance • pharmacological outcomes • antibiotics • treatment • ritonavir • outcomes • additional benefit • duration • report • management • monotherapy • nausea • vomiting • stay • therapy • hospital • transaminase • response • pandemic • endpoints • elevation • effect • improvement • guidelines • PCR • group • South Korea • initiation • use • criteria • study • consensus • cases • evaluation • benefits • time • date • Korea • analysis • conversion • resolution • terms • Coronavirus Disease 2019 • Disease 2019 • laboratory-confirmed SARS CoV 2 • SARS CoV 2 • CoV 2 • COVID 19 patients • moderate COVID 19 patients • Lop/R • COVID 19 • COVID 19 management • Moderate COVID 19,
pub.1127703901,2020,5/20/2020,5/18/2020,article,10.5858/arpa.2020-0232-sa,32422078,https://www.archivesofpathology.org/doi/pdf/10.5858/arpa.2020-0232-SA,0,1,Archives of Pathology & Laboratory Medicine,Archives of Pathology and Laboratory Medicine,"Effects of SARS-CoV-2 infection on pregnant women and their infants: A retrospective study in Wuhan, China",oa_all • gold_bronze,pregnant women • real-time reverse transcriptase polymerase chain reaction testing • polymerase chain reaction testing • early preterm newborns • occurrence of lymphopenia • total lymphocyte count • poor obstetrical outcomes • global health burden • late pregnant women • detailed clinical data • neonatal morbidity • perinatal infection • viral pneumonia • lymphocyte count • obstetrical outcomes • major complications • premature rupture • preterm newborns • retrospective study • perinatal death • chest CT • pregnant mothers • tomography scan • health burden • clinical data • reaction testing • novel coronavirus • fetal membranes • patients • infection • pathogenic effects • statistical difference • women • complications • pregnancy • serious cases • mothers • vomiting • thrombocytopenia • morbidity • lymphopenia • cough • pneumonia • neonates • fever • admission • newborns • symptoms • infants • cohort • chest • abnormalities • CT • pandemic • coronavirus • death • outcomes • scans • burden • effect • cases • days • counts • rupture • delivery • group • differences • testing • study • center • occurrence • laboratory • membrane • data • Wuhan • efforts • China • SARS-CoV-2 • unprecedented global health burden • SARS-CoV-2 infection • Coronavirus Disease 2019 • Disease 2019 • center of Wuhan • COVID-19 • SARS-CoV-2 infection pregnant women • infection pregnant women • late pregnant mothers • typical viral pneumonia • COVID-19 infection • severe pneumonia three days • pneumonia three days • three days • reverse transcriptase polymerase chain reaction testing • transcriptase polymerase chain reaction testing • chain reaction testing,
